,Unnamed: 0,Unnamed: 0.1,link,jobtitle,jobcompany,joblocation,jobsalary,text
597,775,775,https://www.indeed.com/viewjob?jk=2ef62266b33377af&fccid=604e35e906d9ab07&vjs=3,Data Scientist,ZocDoc,"New York, NY 10012 (Little Italy area)",,"Research core business and product questions, using both internal and external data setsApply advanced statistical techniques to measure efficacy of various product, marketing, and patient outreach effortsCommunicate insights to business ownersSupport data-driven decision making/AB tests (experiment design, analysis, reporting) for execs, business owners, product managers, engineers, etc.Evangelize data usage and logging (understand data provenance and work to maintain/improve data integrity)Promote the adoption of best-practices in data processing tools/techniques4+ years of experience performing data analysis; or 2+ years of experience performing data analysis and a Master's degree/PhD in statistics, math, physical sciences, or another quantitative discipline, economics, quantitative social sciences, political scienceExpertise working with SQL, a scripting language (Python, Scala, and/or R), and distributed computing (Spark)Advanced understanding of statistics, working knowledge of complex experimental design, causal and descriptive modelingExperience using common machine learning techniquesExperience working with business partners to coordinate research objectives, manage a research plan, and present resultsAbility to initiate and drive projects to completion with minimal guidance"
598,776,776,https://www.indeed.com/viewjob?jk=7e474c47e27476c8&fccid=6f77939515ea0ddb&vjs=3,Student Internship - Predictive Modeling - Summer 2019,Visiant,"Lansing, MI 48901",,"Performs duties related to the Predictive Modeling departmentProjects include ad hoc data analysis, business process workflow analysis and documentation.Prepares and delivers presentation(s) on assigned topic(s).Attends unit, departmental, and corporate meetings as assigned.Shows learning and both personal and professional growth and understanding of responsibilities.Gains an understanding of how Accident Fund Holdings, Inc. runs and how Workers Compensation Insurance works.Shows punctuality, professionalism, and a positive attitude when completing assignments.Manages multiple deadlines.Completes miscellaneous assignments as assigned.Uses company software applications to complete assignments.Maintains confidentiality.Responds to internal and external customer inquiries.Performs other related duties which may not be specifically listed in the position description, but which are within the general occupational series and responsibility level typically associated with the employee's class of work.Have status as a sophomore, junior or senior as of the end of the spring term (or be enrolled in an applicable graduate program).Hold a cumulative grade point average of 3.0 or better as of the most recent grading period.Be able to work full-time during normal business hours for this summer.Be available to begin employment between mid-May and mid-June.Currently enrolled and active in any educational degree program. Preference will be given to those individuals currently enrolled in and majoring in one of the following degree programs: Business Administration, Applied Math and Statistics, Economics or related field.Excellent oral and written communication skills.Excellent working knowledge of computers and company standard software; Internet research experience strongly preferred.Ability to proofread documents for spelling, grammar and punctuation.Ability to perform necessary mathematical computations.Ability to comprehend consequences of various situations and make appropriate individuals aware of same for decision making.Ability to exchange information clearly and concisely and to present ideas, report facts and other information.Ability to establish work flows, manage multiple projects and meet necessary deadlines while maintaining composure during stressful situations occurring as a result of workloads and/or deadlines.Ability to maintain confidentiality."
599,777,777,https://www.indeed.com/viewjob?jk=f5abf46a86887507&fccid=d736a98f6d6bd280&vjs=3,2019 Societal Value of Satellite Data Summer Internship,Visiant,"Washington, DC",$375 a week,"a cover letter detailing project(s) of interest: please be as specific as possible when describing why you chose the project(s), as well as any related class work or experience;a resume/curriculum vitae;a recent transcript (unofficial copies are acceptable);a writing sample of three to five pages from a recent paper (excerpts are acceptable); andthe name, address, phone number, and email information for two references."
600,780,780,https://www.indeed.com/viewjob?jk=dd2d41a7435bbb98&fccid=c1099851e9794854&vjs=3,Business Intelligence / Data Architect - Data Insights,Apple,"Santa Clara Valley, CA",$375 a week,"Background in computer science, mathematics, or similar quantitative field with a minimum of 3-5 years professional experienceProgramming experience (Java, Scala preferred)Advanced skills using one or more scripting languages (e.g., Python, bash, etc.)Extract Transform Load (ETL) experience using Spark, Kafka, Hadoop, or similar technologiesSQL expertise, data modeling, and relational database experienceUNIX admin and general server administration experience requiredKnowledge of data warehousing concepts, methodologies, and frameworksExperience with applying data encryption and data security standardsAbility to formulate and apply creative, balanced data capture strategies Presto, Hive, SparkSQL, Cassandra, Solr, or other big data query and transformation experience a plusData visualization experience using R, Python, or Tableau a plusData visualization or web development skills a plusAbility to communicate technical concepts to a business-focused audienceMost importantly, a sense of humor and an eagerness to learn."
601,781,781,https://www.indeed.com/viewjob?jk=3997a0a7ecf558c1&fccid=734cb5a01ee60f80&vjs=3,Senior Data/Applied Scientist,Microsoft,"Bellevue, WA 98004 (Downtown area)",$375 a week,"Expertise in developing innovative, efficient algorithmsExperience working with big data, and shipping machine learning based solutionsData analysis and identifying patterns/opportunitiesTeam player spirit and get stuff done attitudeCuriosity to keep up with latest technologies, have an opinionThink out of the box, on really what does it mean to communicate and collaborate at enterprise scalePhD/MS in Computer science or related areas with strong inclination towards learning algorithms is preferredStrong foundations in the mathematical aspects of learning including optimization, linear algebra & statistical modeling3+ years of hands-on experience in feature engineering and building scalable machine learning algorithmsStrong development skills in one or more high level languages (C#/C/C++/Java/F# etc)"
602,782,782,https://www.indeed.com/viewjob?jk=85a630dcdce47d35&fccid=734cb5a01ee60f80&vjs=3,Data & Applied Scientist,Microsoft,"Redmond, WA",$375 a week,"Design new tools and processes to enable better data modeling, analysis, and experimentationEmploy machine learning to detect and correlate problemsBuild models, simulation, scalable and automated analytical systemsDrive improvements to the product design and architecture, leading to increased customer satisfactionLead and collaborate with experts from across the company to advance data science best practicesEducate and train others on modern applications of data science techniquesLearn how to build and sustain engagement from all levels of an organizationExperience with NLP and the handling of unstructured textProgramming skills (esp. related to data technologies like Python, PERL, Java, C#, etc.)3 or more years of experience using data/ML/AI to impact critical product or business decisionsA proven track record of collaborating across organizational boundaries and delivering great resultsFamiliarity with software development, database design, and online service developmentA Masters or higher degree in computer science, machine learning, statistics, math, economics,business or other scientific or quant-focused field."
603,783,783,https://www.indeed.com/viewjob?jk=c00b8ab3a6c30d06&fccid=31bebfb78bc1f0f1&vjs=3,Enterprise Data Scientist,Corning,"Painted Post, NY 14870",,Explore and analyze data using commercial and open source analytics packages
604,784,784,https://www.indeed.com/viewjob?jk=f922c2652f183d82&fccid=1639254ea84748b5&vjs=3,"Data Scientist, Analytics",Facebook,"New York, NY 10017 (Midtown area)",,"Apply your expertise in quantitative analysis, data mining, and the presentation of data to see beyond the numbers and understand how our users interact with both our consumer and business productsPartner with Product and Engineering teams to solve problems and identify trends and opportunitiesInform, influence, support, and execute our product decisions and product launchesThe Data Scientist Analytics role has work across the following four areas:Product Operations

Forecasting and setting product team goals

Designing and evaluating experiments

Monitoring key product metrics, understanding root causes of changes in metrics

Building and analyzing dashboards and reports

Building key data sets to empower operational and exploratory analysis

Evaluating and defining metricsForecasting and setting product team goalsDesigning and evaluating experimentsMonitoring key product metrics, understanding root causes of changes in metricsBuilding and analyzing dashboards and reportsBuilding key data sets to empower operational and exploratory analysisEvaluating and defining metricsForecasting and setting product team goalsDesigning and evaluating experimentsMonitoring key product metrics, understanding root causes of changes in metricsBuilding and analyzing dashboards and reportsBuilding key data sets to empower operational and exploratory analysisEvaluating and defining metricsExploratory Analysis

Proposing what to build in the next roadmap

Understanding ecosystems, user behaviors, and long-term trends

Identifying new levers to help move key metrics

Building models of user behaviors for analysis or to power production systemsProposing what to build in the next roadmapUnderstanding ecosystems, user behaviors, and long-term trendsIdentifying new levers to help move key metricsBuilding models of user behaviors for analysis or to power production systemsProposing what to build in the next roadmapUnderstanding ecosystems, user behaviors, and long-term trendsIdentifying new levers to help move key metricsBuilding models of user behaviors for analysis or to power production systemsProduct Leadership

Influencing product teams through presentation of data-based recommendations

Communicating state of business, experiment results, etc. to product teams

Spreading best practices to analytics and product teamsInfluencing product teams through presentation of data-based recommendationsCommunicating state of business, experiment results, etc. to product teamsSpreading best practices to analytics and product teamsInfluencing product teams through presentation of data-based recommendationsCommunicating state of business, experiment results, etc. to product teamsSpreading best practices to analytics and product teamsData Infrastructure

Working in Hadoop and Hive primarily, sometimes MySQL, Oracle, and Vertica

Automating analyses and authoring pipelines via SQL and Python based ETL frameworkWorking in Hadoop and Hive primarily, sometimes MySQL, Oracle, and VerticaAutomating analyses and authoring pipelines via SQL and Python based ETL frameworkWorking in Hadoop and Hive primarily, sometimes MySQL, Oracle, and VerticaAutomating analyses and authoring pipelines via SQL and Python based ETL framework5+ years of experience doing quantitative analysis.BA/BS in Computer Science, Math, Physics, Engineering, Statistics or other technical field. Advanced degrees.Experience in SQL or other programming languages.Development experience in any scripting language (PHP, Python, Perl, etc.)Ability to communicate the results of analyses.Understanding of statistics (e.g., hypothesis testing, regressions).Experience manipulating data sets through statistical software (ex. R, SAS) or other methods.Experience with distributed computing (Hive/Hadoop)"
605,785,785,https://www.indeed.com/viewjob?jk=e715c185cdf0a671&fccid=5fff9fe62294fd5c&vjs=3,Data Engineer (Remote),CareCentrix,Remote,,"Design, Develop and Implement Micro Services based Data Lake Solutions on Hadoop PlatformAcquire data from primary or secondary data sourcesIdentify, analyze, and interpret trends or patterns in complex data setsTransforming existing ETL logic on DataStage application into Hadoop PlatformInnovate new ways of managing, transforming and validating dataEstablish and enforce guidelines to ensure consistency, quality and completeness of data assetsApply quality assurance best practices to all work productsAnalyze, design and code business-related solutions, as well as core architectural changes, using an Agile programming approach resulting in software delivered on time and in budgetExperience of working in a development teams, using agile techniques and Object Oriented development and scripting languages, is preferredComfortable learning cutting edge technologies and applications to greenfield projectsChallenges status quo and mentors development staff in terms of efficient Design as well as reusable Development best practices in minimizing unfavorable work variances.Communicate risks or issues stemming from projects or tickets work to core teams as well as assigned Technical delivery managers, proactively.Bachelor’s Degree in Computer Science, Computer Engineering, Information Technology or other related field in addition to relevant work experience required for the jobinimum 3+ years of developer experience on writing SQLs, Hadoop, YARN, Sqoop, Spark SQL, Hive, other ETL tools (Informatica, Talend etc), Impala, etc.Minimum 2+ years of development experience in delivering DataStage based ETL solutions.2-5 years of experience in Python, Java or Scala DevelopmentExperience on developing Spark processes and performance tuningExperience performing data analytics on Hadoop-based platforms and implementing complex ETL transformations.Strong Experience with UNIX shell scripting to automate file preparation and database loadsExperience in data quality testing; adept at writing test cases and scripts, presenting and resolving data issuesFamiliarity with relational database environment (Oracle, DB2, etc.) leveraging databases, tables/views, stored procedures, agent jobs, etc and integrating with Salesforce backend.Experience analyzing and designing deliverables in an Agile environment is required.Demonstrated independent problem solving skills and ability to develop solutions to complex analytical/data-driven problems"
606,786,786,https://www.indeed.com/viewjob?jk=68d57d3836b09702&fccid=a658df01c7a1c222&vjs=3,Game Data Scientist,CareCentrix,"New York, NY",,"Partner with all departments to meet all of their different data analysis needs by leading the design and building of both large systematic reports and small custom pieces.Collaborate with product teams and help define data taxonomies for tracking of game events.Build end-user long-term value (LTV) projections and new data models for User Acquisition Tactics and Games Growth Projections.Design and build comprehensive game, database and programmatic ad buying data analytics system tools and oversee development of system tools by junior analysts and data engineering.Serve as data team lead in communicating and presenting daily to all outside game studio partners: data findings and insights, related strategic recommendations, and status of game tool systems development.Bachelor's or equivalent degree in Data Science, Mathematics, Statistics, Operations Research, or Engineering Technology with an emphasis on Statistical Analysis and 1+ years of data science experience in mobile/digital analytics.2+ year's experience with: SQL; statistical, machine learning, and Bayesian knowledge with statistical significance testing, A/B testing, and predictive analytics skills; data modeling, design, and architecture principles; data mining, clustering, and segmentation; scripting languages Python, R, PHP, JavaScript.2+ year's experience building user behavior prediction using the following machine learning techniques: Linear regression; Lasso/Ridge; Logistic regression; Naïve Bayes; Decision tree; Random forest; Support vector machine; Neural network; Deep learning; K-Means; Clustering; Nearest neighborhood; and Logit.Experience creating and optimizing campaigns for Facebook ads, AdColony, Unity Ads, Apple Search Ads, TV Advertising, and Google AdWords for a programmatic ad buying system.Experience in a free-2-play mobile game company environment building automation services and working with Facebook APIs, Amazon Redshift, Amazon Web Services AWS, Lambda, EC2, Mobile Analytics, QuickSight, Kinesis, and Google BigQuery and big plus!Direct applicants only - No agencies/headhunters please.*"
607,787,787,https://www.indeed.com/viewjob?jk=5670e0e04e4950aa&fccid=cc83b93538e07cb1&vjs=3,Sr. Data Scientist,Elsevier,"New York, NY",,"Research, develop and evaluate algorithms for use in Elsevier's software toolsDemonstrate how well these algorithms perform when applied to real dataWork with engineering teams to deliver algorithms in production environmentsResearch and design algorithms that will improve Elsevier's tools for researchers (e.g. personalised article recommender, automatic metadata extraction from pdfs)Implement prototypes of algorithmsPrepare data sets for training and testing algorithmsEvaluate algorithms through controlled offline (e.g. cross validation with holdouts strategy) and online experiments (e.g. cross validation, A/B testing)Disseminate research output through tech talks, papers and posters in international publication venuesProvide mentorship to more junior members of the teamWork with platform team to make reliable/scalable systems4 years+ of research and development experience in industry or academia. Hold an MSc, preferably a PhD.Good knowledge of information systems, particularly recommender systems (collaborative filtering, content-based filtering and hybrid models)Strong machine learning backgroundExperience working with large data sets3+ years of Java/Python programming; can independently prototype solutions to problemsExperience with big data technologies (e.g. Scala and Spark) and AWS is desirable but not requiredCommand line skillsExperience with start-up and/or R&D environmentsStrong presentation skills in communicating with experts and novicesFluent spoken and written English"
608,788,788,https://www.indeed.com/viewjob?jk=60e96e75cda81263&fccid=2dca638e1dc13d77&vjs=3,Data Scientist,Valassis Digital,"Morrisville, NC 27560",,"Implement a gradient-boosting classifier to predict whether a person is likely to visit a car dealership based on the advertising signals they’ve received.Use a Bayesian dynamic time series model to estimate the causal impact of an advertising campaign on sales at your neighborhood grocery.Model the complex interactions between system architecture components to refactor and rethink key components and models in an advertising system.Develop algorithms to optimize the setting of every lever in our advertising infrastructure.Analyze data to better understand how a neighborhood’s consumption of web pages correlates with visits to a local big box store.Build a time series model to forecast future sales of diapers for one of our clients.Model the effects of environmental changes on promotion effectiveness with multiple regression.Find the handful of outliers in 25 billion transactions.Evaluate competing bidding models for real-time ad bidding auctions to inform our bid pricing strategy.Feed data into your latest ensemble model aimed at maximizing the return on a client's online advertising budget.Derive a set of new features that will help us better understand the interplay between geography and audience features to improve our model performance.Discover and explore third party data sources to determine their value for improving our model performance.Build new data-driven products and bring them to market.Participate in planning, roadmap, and architecture discussions to help evolve our data science into revenue-generating products.Engage in code and model reviews to continually raise the bar on our work.Draw data flows and architecture designs on the white board to encourage understanding and cohesive development towards your solution.Meet with customers and help map business needs into product requirements.3+ years of experience with responsibilities similar to those listed above, preferably at a software development companyAdvanced degree(s) in a relevant, quantitative field (e.g. mathematics, statistics, econometrics, computer science, engineering, etc.)Ability to mentor and guide team members of varying experience levels through data science, product and software development life cycles"
609,789,789,https://www.indeed.com/viewjob?jk=7162b8726000aa42&fccid=79bb07c74c0ae378&vjs=3,DATA SCIENTIST,Centro,"Chicago, IL 60654 (Loop area)",,"Understand pros and cons of different machine learning tools (e.g. MLlib, scikit-learn, Amazon SageMaker) and recommend which one to use for a given problemAnalyze steps involved in training a machine learning algorithm and break down into steps that can process terabytes of data in a distributed environment. This will involve analyzing vast amounts of data, generating features that are relevant to the problem, and running Spark jobs to pre-process the data that can be used to train the learning algorithmAnalyze results from these steps and fine-tune model parameters iteratively to improve efficiency and accuracyCompile final outputs of the algorithms and present to stakeholders in a way that is comprehensible by non-technical audienceWrite complex queries in relational databases and Big Data (Spark/Hadoop) clustersUnderstand the business logic behind the data structure and nuances of the data. Understand the relationships among disparate data sources including where they come from and what they representUnderstand behind-the-scenes steps of machine learning algorithms and do not treat them as black boxes. Know pros and cons of different machine learning practices. Select the most appropriate algorithm for a given task and explain why a particular algorithm is better than others to solve the problemCreate data visualizations to tell the story from the data. Understand what types of visualizations are appropriate for the audienceCollaborate with Product Operations team to set up environments needed for the data science team. Communicate effectively on what is needed and brainstorm with them to explore the best solution for a given problemCollaborate with Product, Engineering and QA teams in productizing proof-of-concept machine learning algorithmsPossess business savviness and understand the business problem before formulating solutions. Identify which data is relevant to solve the problem and propose solutionsProactively seek opportunities to help predict the outcomes of business decisions and mitigate potential threats to the business. Communicate the benefits of the use of data in making informed decisions to business stakeholders. Manage expectations and explain existing technical limitations in a manner all stakeholders can understandYou have at least 2 years of experience working with machine learning algorithms in a distributed environment using large-scale data processing toolsYour education background and relevant work experience demonstrate a mixture of math, statistics, and data engineeringYou are able to code in Python and RYou can extract data on your own and prepare a large data set to train a machine learning algorithmYou feel comfortable working with data that is sometimes incomplete, or messy…or both.You don’t make assumptions about the data yourself. Instead, you are willing to work with others to get a clear understanding of the context around the dataYou possess business acumen and curiosity to learn Centro’s business operationsYou don’t limit yourself to how things are done today. You instead focus on the best ways to create valueYou have experience working in Ad Tech and are familiar with data from ad servers such as DoubleClick"
610,790,790,https://www.indeed.com/viewjob?jk=8a3a5c32b87af512&fccid=8fc7801455476d74&vjs=3,"Data Scientist, D&T",West Pharmaceutical Services,"Exton, PA 19341",,"Work with stakeholders throughout the organization to identify opportunities for leveraging novel statistical and machine learning techniques on data problems to solve strategic business questions.Manage the retrieving, compiling, and formatting of large volumes of data from internal and external sources.Assess the effectiveness and accuracy of data sources and data gathering techniques.Perform data mining on large datasets (structured and unstructured), design algorithms, build models, and do analysis using advance modeling techniques to qualitatively understand the data and use results to implement change.Establish scalable, efficient automated processes for large-scale data analyses, model development, model validation, and model implementation.Develop processes and tools to monitor and analyze model performance and data accuracy.Communicate data-driven insights and recommendations to a broad range of stakeholders.Visualize data for concise, clear delivery of highly relevant insightsCollaborate closely with internal experts to operationalize data-driven solutions.Other duties as assigned.Master's or PhD in computer science/math/stats or other quantitative field with 0-3 years of experience Or 5-10 years of relevant experienceComputer Science:
Distributed Computing
R
SQL
Python
Scala
OpenCL
CUDA / cuDNN
TensorflowDistributed ComputingRSQLPythonScalaOpenCLCUDA / cuDNNTensorflowStats / Math:
Random variables
When to apply various regressions
How to evaluate models
How to evaluate clusters
How to apply statistical methods in a distributed fashionRandom variablesWhen to apply various regressionsHow to evaluate modelsHow to evaluate clustersHow to apply statistical methods in a distributed fashionExperience using statistical computer languages to manipulate data and draw insights from large data sets.Experience working with and creating data architectures.Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.Independent and creative approach to problem solvingAbility to work in a global and virtual environment and to effectively prioritize and execute tasksAbility to work in a fast-paced environment and utilize sound judgment with an ability to operate with a sense of urgency.Distributed ComputingRSQLPythonScalaOpenCLCUDA / cuDNNTensorflowRandom variablesWhen to apply various regressionsHow to evaluate modelsHow to evaluate clustersHow to apply statistical methods in a distributed fashionWillingness to travel globallyAble to be aware of all relevant SOPs as per Company policy as they are related to the position covered by this Job DescriptionAble to comply with the company’s safety policy at all timesAble to comply with the company’s quality policy at all times."
611,791,791,https://www.indeed.com/viewjob?jk=c705d0bd033ce95e&fccid=88d070a75f3896d5&vjs=3,Intern Data Engineer/Data Scientist,Sprint,"Overland Park, KS 66210",,Enrolled in college or college graduate within the last twenty-four months3.0 GPA or above preferred
612,792,792,https://www.indeed.com/viewjob?jk=4c733384b8edf1db&fccid=5f7b28444385df96&vjs=3,Data Analyst,Trax Technologies,"Universal City, CA",$15 - $18 an hour,"2 years prior experienceProficient in MS Word and ExcelAbility to multitask and demonstrate effective management of simultaneous, diverse projectsComfortable with data analysis to find patterns and meaning in informationExcellent time management skillsEffectively communicate with clients and team membersSound problem-solving skillsAction-oriented mindsetHigh level of professionalism and integrity"
613,796,796,https://www.indeed.com/company/Insistent-technologies-&-consulting/jobs/Big-Data-Tester-8fd9f6370be12a61?fccid=8e56647abf4f14d1&vjs=3,Big data tester,The Home Depot,"Richmond, VA","$110,000 a year",United States (Required)
614,802,802,https://www.indeed.com/viewjob?jk=0abb341753b8af8f&fccid=66403b30a2c0d89c&vjs=3,"Senior Data Scientist, Ecosystem Engineering Life",Netflix,"Los Gatos, CA 95032",,"Develop strong cross-functional relationships with business partners across data engineering, data science, business development, engineering and quality teamsParticipate in system design to streamline and simplify product porting and certification processesDeeply understand, audit and drive improvements to our pre-certification, certification and in-field device metric collectionCreate reports and dashboards for business and engineering usersConduct training sessions and application demos for the end usersSystems configuration based on business requirements5+ years of experience in insights gathering with hands-on expertise and passion for research; certification/QA insights experience a plusDemonstrated ability to gather and analyze a variety of data points (qualitative and quantitative) and whittle that information down to the most salient insights for the businessBig data experience with extracting (e.g.SQL, Apache Spark, Python) and visualizing data (e.g. Tableau)Proven track record of developing highly effective communication with measurable impactHigh level of responsibility, ownership and accountabilityAbility to distill and communicate highly complex issues for a non-technical audienceProven effectiveness at delivering impactful presentations to a variety of audiencesPassion for great customer experiencesAbility to prioritize tasks based on business needsExtreme attention to detail and great organizational skills for managing multiple tasks and project deadlines (project management experience a plus)"
615,803,803,https://www.indeed.com/viewjob?jk=ecce0ee40e90e162&fccid=734cb5a01ee60f80&vjs=3,Senior Data Scientist,Microsoft,"Bellevue, WA 98004 (Downtown area)",,"University degree in a science, technology, engineering, or mathematics field.4-8 years of industry experience in data-driven scenarios.Deep skill in shaping, analyzing, and combining heterogeneous data sets.Proficiency in writing code to assist analysis efforts and to interact with the various analysis and engineering systems in Microsoft.A keen curiosity to learn beyond your boundaries and teach the same.Master’s or PhD degree in a science, technology, engineering, or mathematics field.Experience working with big data technologies such as Hadoop and Spark.Ability to communicate effectively and be inclusive to partners that come from non-technology/non-scientific backgrounds as they reach experimentation scale."
616,804,804,https://www.indeed.com/viewjob?jk=ade56b4743f0ccff&fccid=ea7124f5f7e850bb&vjs=3,Data Scientist (Ph.D) - 2019 Summer Internship,Glidewell Dental,"Irvine, CA",,"Partner with a mentor who will provide guidance and real world education every step of the wayGain hands on experience with project(s) that are extremely valuable to the companyBe challenged by unconventional thinkingCollaborate with individuals and teams to accomplish department milestonesAnd most importantly, have fun!Applies statistical theories and methods to various problemsDetermines best method for finding and collecting dataBuilds machine learning models to predict links between sets of dataApply appropriate tools, techniques, and data available to address business questionsPartner with business and technical teams to prioritize analysis needsPursuing Ph.D degree in statistics, mathematics, or related field, preferably pursuing Master'sCompletion of Machine Learning or Artificial Intelligence coursesStrong programming skills in Python and RPAID Internship!!!Employee gym (cardio classes, yoga classes, free weights, squat rack, treadmills, etc.)Game rooms (pool, ping pong, foosball, etc)Employee appreciation days (Company BBQ, special events, etc.)2 company restaurant style subsidized cafesFun off site outing events to mingle and bond with other interns and mentorsA diverse work environment and much, much more!"
617,805,805,https://www.indeed.com/viewjob?jk=f889ea136352e9d7&fccid=105ecfd0283f415f&vjs=3,"Data Scientist with Neo4J and Computer Visualization Skills - Miami, Florida",Capgemini,"Atlanta, GA",,"Work in collaborative environment with global teams to drive client engagements in a broad range of industries: Aerospace & Defense, Automotive, Banking, Consumer Products & Retail, Financial Services, Healthcare, High Tech, Industrial Products, Insurance, Life Sciences, Manufacturing, Public Sector, Telecom, Media & Entertainment, and Energy & Utilities.Quickly understand client needs, develop solutions, and articulate findings to client executives.Provide data-driven recommendations to clients by clearly articulating complex technical concepts through generation and delivery of presentations.Analyze and model both structured and unstructured data from a number of distributed client and publicly available sources.Perform EDA and feature engineering to both inform the development of statistical models and generate improve model performance and flexibility.Design and build scalable machine learning models to meet the needs of given client engagement.Assist with the mentorship and development of consultants.Assist in growing data science practice by meeting business goals through client prospecting, responding to proposals, identifying and closing opportunities within identified client accounts.3-5 years professional work experience as a data scientist or on advanced analytics / statistics projects.Skills with Neo4J/CyperSkills with Computer Vision and graph analyticsMaster’s degree from top tier college/university in Computer Science, Statistics, Economics, Physics, Engineering, Mathematics, or other closely related field.Excellent Python skillsExperience with entity matching , record linkage and data cleansing (probabilistic distance)Experience with blocking methodsExperience with PySparkPhD preferred.Strong understanding and application of statistical methods and skills: distributions, experimental design, variance analysis, A/B testing, and regression.Statistical emphasis on data mining techniques, Bayesian Networks Inference, CHAID, CART, association rule, linear and non-linear regression, hierarchical mixed models/multi-level modeling, and ability to answer questions about underlying algorithms and processes.Experience with both Bayesian and frequentist methodologies.Mastery of statistical software, scripting languages, and packages (e.g. R, Matlab, SAS, Python, Pearl, Scikit-learn, Caffe, SAP Predictive Analytics, KXEN, ect.).Knowledge of or experience working with database systems (e.g. SQL, NoSQL, MongoDB, Postgres, ect.)Experience working with big data distributed programming languages, and ecosystems (e.g. S3, EC2, Hadoop/MapReduce, Pig, Hive, Spark, SAP HANA ect.)Expertise in machine learning algorithms and experience using the following ML techniques: Logistic Regression, Decision Trees, Random Forests, Gradient Boosting, SVMs, Time Series, KMeans, Clustering, NMF).Preferred experience with NLP, Graph Theory, Neural Networks (RNNs/CNNs), sentiment analysis and Azure ML.Experience building scalable data pipelines and with data engineering/ feature engineering.Preferred experience with web-scrapping.Experience building and deploying predictive models.Experience with PowerPoint and ability to clearly articulate findings and present solutions.Excellent team-oriented and interpersonal skills.Qualifications: 3-9 years experience, Bachelor’s Degree.Should be proficient in Software Engineering Techniques, Software Engineering Architecture, Software Engineering Lifecycle and Data Management.Should have progressing skills in Business Analysis, Business Knowledge, Software Engineering Leadership, Architecture Knowledge and Technical Solution Design."
618,806,806,https://www.indeed.com/viewjob?jk=d7595efe14c28b6c&fccid=1d223a639e0206ab&vjs=3,Data Scientist - Machine Learning and Algorithms,GoDaddy,"Gilbert, AZ",,"Driving customer value growth through modeled or engineered insights which improve business results in product purchase, usage, renewal/retention, product development, and customer engagementBuild solutions that drive channel messaging excellenceUncover key customer segmentation and associated behavioral analyses including customer…
Sentiment and loyalty
Preferences
Price sensitivity
Venture profiles
Engagement intentSentiment and loyaltyPreferencesPrice sensitivityVenture profilesEngagement intentDeveloping methodologies to predict customer behavior and prescribe best course of actionEngineering data pipelines and extracting features to support analytics and our machine learning platformExecuting all stages of the modeling process; data gathering, feature development, model selection, validation, presentation and socializationBuilding novel solutions using web development frameworks for contributing to the Analytics platformAdvanced visualization of resultsSentiment and loyaltyPreferencesPrice sensitivityVenture profilesEngagement intentMS/PhD in a quantitative discipline: Statistics, Math, Computer Science, Operations Research, etc.4+ years of industry experience in data analytics, development and/or programmingDemonstrates extensive abilities in the application of statistical or numerical methods, data mining or data-driven problem solving, including the following areas:
Utilizing programming skills and knowledge on how to write models which can be directly used in production as part of a large-scale system;
Understanding of not only how to develop data science analytic models but how to operationalize these models so they can run in an automated context;
Utilizing and applying data wrangling techniques and scripting languages with proven ability in working on a cloud-based infrastructure;
Utilizing and applying knowledge of Python-based data science libraries such as sklearn, tensorflow, pytorch and/or the equivalent in R;
Knowledge of JavaScript and experience developing in web development frameworks such as Python Django.
Understanding of machine learning algorithms, such as k-NN, GBM, Neural Networks Naive Bayes, SVM, Deep Learning and Ensemble methods;Utilizing programming skills and knowledge on how to write models which can be directly used in production as part of a large-scale system;Understanding of not only how to develop data science analytic models but how to operationalize these models so they can run in an automated context;Utilizing and applying data wrangling techniques and scripting languages with proven ability in working on a cloud-based infrastructure;Utilizing and applying knowledge of Python-based data science libraries such as sklearn, tensorflow, pytorch and/or the equivalent in R;Knowledge of JavaScript and experience developing in web development frameworks such as Python Django.Understanding of machine learning algorithms, such as k-NN, GBM, Neural Networks Naive Bayes, SVM, Deep Learning and Ensemble methods;Utilizing programming skills and knowledge on how to write models which can be directly used in production as part of a large-scale system;Understanding of not only how to develop data science analytic models but how to operationalize these models so they can run in an automated context;Utilizing and applying data wrangling techniques and scripting languages with proven ability in working on a cloud-based infrastructure;Utilizing and applying knowledge of Python-based data science libraries such as sklearn, tensorflow, pytorch and/or the equivalent in R;Knowledge of JavaScript and experience developing in web development frameworks such as Python Django.Understanding of machine learning algorithms, such as k-NN, GBM, Neural Networks Naive Bayes, SVM, Deep Learning and Ensemble methods;Applying techniques such as multivariate regressions, Bayesian probabilities, clustering algorithms, machine learning, dynamic programming, stochastic-processes, queuing theory, algorithmic knowledge to efficiently research and solve complex development problems and application of engineering methods to define, predict and evaluate the results obtained;Visualizing and communicating analytical results, ideally using open source visualization technologies such as HTML, JavaScript, and related packages such as D3 or Neo4j;Working autonomously and making critical decisions independently. Proven communication and collaboration skills; willingness to take the initiative to contribute beyond basic responsibilities is required.Experience solutioning in public cloud environments: AWS (preferred), Google Cloud, Azure."
